Rhyme Scheme Letter;Line Number;Lyrics;Phonetic Transcription
b;33;of everyone-s desire;ah_v eh_v_r_iy_w_ah_n_z d_ah_z_ay_r
i;12;from hand to hand;f_r_ah_m hh_ae_n_d t_uw hh_ae_n_d
e;11;in picture worn smooth;ih_n p_ih_k_ch_er w_ao_r_n s_m_uw_dh
c;26;my sister;m_ay s_ih_s_t_er
f;8;you may know one another;y_uw m_ey n_ow w_ah_n ah_n_ah_dh_er
b;31;down piano wire;d_aw_n p_ih_ae_n_ow w_ay_er
c;18;they will leave the lips;dh_ey w_ah_l l_iy_v dh_ah l_ih_p_s
b;19;of everyone-s desire;ah_v eh_v_r_iy_w_ah_n_z d_ah_z_ay_r
c;3;to all in his quiver;t_ah ao_l ih_n_ch hh_ah_z k_w_ih_v_er
a;1;music in the dark;m_y_uw_z_ih_k ih_n_ch dh_iy d_aa_r_k
l;15;i do now remember;ay d_uw n_aw r_ih_m_eh_m_b_ax
g;16;do not all step to the end of dreams;d_uw n_ax_t ao_l s_t_eh_p t_uw dh_ah eh_n_d ah_v d_r_iy_m_z
b;17;down piano wire;d_aw_n p_ih_ae_n_ow w_ay_er
d;5;on the road;aa_n dh_ah r_ow_d
c;9;she looks for me in picture;sh_iy l_uh_k_s f_ao_r m_iy ih_n p_ih_k_ch_er
c;21;of winter on winter;ah_v w_ih_n_t_er aa_n w_ih_n_t_er
e;6;by law all are wounded;b_ay l_aa ao_l aa_r w_uw_n_d_ah_d
g;30;do not all step to the end of dreams;d_uw n_ax_t ao_l s_t_eh_p t_uw dh_ah eh_n_d ah_v d_r_iy_m_z
b;2;this conquering kindness;dh_ah_s k_aa_ng_k_er_ih_ng k_ay_n_d_n_ah_s
e;22;swinging mood;s_w_ih_ng_ih_ng m_uw_d
f;20;in the cold cold comfort;ih_n dh_ah k_ow_l_d k_ow_l_d k_ah_m_f_er_t
h;29;i see only me;ay s_iy ow_n_l_iy m_iy
d;7;that you may know;dh_ae_t y_uw m_ey n_ow
o;27;they are endless three;dh_ey aa_r eh_n_d_l_ah_s th_r_iy
b;28;yet in the mirror of the knife;y_eh_t ih_n dh_ah m_ih_r_er ah_v dh_ah n_ay_f
c;32;they will leave the lips;dh_ey w_ah_l l_iy_v dh_ah l_ih_p_s
m;24;quick round every turn;k_w_ih_k r_aw_n_d eh_v_er_iy t_er_n
a;13;a quiet unlearning oh I had forgotten;ah k_w_ay_ah_t ah_n_l_er_n_ih_ng ow ay hh_ae_d f_er_g_aa_t_ah_n
h;0;hidden inside him;hh_ih_d_ah_n ih_n_s_ay_d ih_m
f;14;to control the tongue;t_uw k_ah_n_t_r_ow_l dh_ah t_ah_ng
a;4;burdened hard;b_er_d_ah_n_d hh_aa_r_d
g;10;oh my brother-s keeper;ow m_ay b_r_ah_dh_er_z k_iy_p_er
n;25;within your frame;w_ah_dh_ih_n y_ao_r f_r_ey_m
e;23;swinging mood;s_w_ih_ng_ih_ng m_uw_d
