Rhyme Scheme Letter;Line Number;Lyrics;Phonetic Transcription
l;10;we are left to lament with this blessing;w_iy er l_eh_f_t t_ah l_ah_m_eh_n_t w_ah_dh dh_ah_s b_l_eh_s_ih_ng
d;19;in ways of word and phrase;ih_n w_ey_z ah_v w_er_d ah_n_d f_r_ey_z
c;11;a thought the light in the womb of the storm;ey th_ao_t dh_iy l_ay_t ih_n_ch dh_iy w_uw_m ah_v dh_iy s_t_ao_r_m
a;4;it took a long time for us to get here;ah_t t_uh_k ey l_ao_ng t_ay_m f_r_er y_uw_eh_s t_ah g_ih_t hh_ih_r
d;21;but wait;b_ah_t w_ey_t
i;6;something more important than you;s_ah_m_th_ih_ng m_ao_r ih_m_p_ao_r_t_ah_n_t dh_ah_n y_uw
a;17;tearing open your chest to hide in your your ribcage;t_eh_r_ih_ng ow_p_ah_n y_uh_r ch_eh_s_t t_uw hh_ay_d ih_n y_ao_r y_uh_r r_ih_b_k_ey_jh
e;23;none of this was ever real;n_ah_n ah_v dh_ih_s w_ah_z eh_v_er r_iy_l
n;16;we are rich and in love with ourselves;w_iy aa_r r_ih_ch ah_n_d ih_n l_ah_v w_ih_dh aw_er_s_eh_l_v_z
g;5;words that are steps to where something else could be;w_er_d_z dh_ah_t er s_t_eh_p_s t_ah hh_w_eh_r s_ah_m_th_ih_ng eh_l_s k_uh_d b_iy
m;14;the words wealth self consumed redemption;dh_ah w_er_d_z w_eh_l_th s_eh_l_f k_ah_n_s_uw_m_d r_ih_d_eh_m_p_sh_n
b;20;confined by what can-t occur in our mind;k_ah_n_f_ay_n_d b_ay w_ah_t k_ae_n_t ah_k_er ih_n aw_r m_ay_n_d
a;8;this offering swells deep within;dh_ah_s ao_f_r_ih_ng s_w_eh_l_z d_iy_p w_ih_th_ih_n
a;7;and what you think;ah_n_d hh_w_ah_t y_uw th_ih_ng_k
g;2;change and continuity;ch_ey_n_jh ah_n_d k_aa_n_t_ah_n_uw_ah_t_iy
b;9;the house of life;dh_iy hh_aw_s ah_v l_ay_f
c;15;we are in awe;w_iy er ih_n ao
f;0;on the eve of destruction;aa_n dh_iy iy_v ah_v d_ah_s_t_r_ah_k_sh_ah_n
c;13;coming up empty clouded riding on the chariot of loss;k_ah_m_ih_ng ah_p eh_m_t_iy k_l_aw_d_ah_d r_ay_d_ih_ng aa_n dh_iy ch_eh_r_iy_ah_t ah_v l_ao_s
d;18;passing through your veins;p_ae_s_ih_ng th_r_uw y_ao_r v_ey_n_z
b;12;clenched within the palm of life;k_l_eh_n_ch_t w_ih_th_ih_n dh_iy p_aa_m ah_v l_ay_f
e;22;none of this (is) real;n_ah_n ah_v dh_ih_s ih_z r_iy_l
h;3;the holy grail of the truth;dh_iy hh_ow_l_iy g_r_ey_l ah_v dh_iy t_r_uw_th
f;1;desolation and extinction;d_eh_s_ah_l_ey_sh_ah_n ah_n_d ih_k_s_t_ih_ng_k_sh_ah_n
