Rhyme Scheme Letter;Line Number;Lyrics;Phonetic Transcription
a;18;cause everybody down I know I ain-t safe;k_aa_z eh_v_r_iy_b_aa_d_iy d_aw_n ay n_ow ay ey_n_t s_ey_f
a;31;she rolling up with me we face she face;sh_iy r_ow_l_ih_ng ah_p w_ih_dh m_iy w_iy f_ey_s sh_iy f_ey_s
e;22;everybody wanna live fast;eh_v_r_iy_b_aa_d_iy w_aa_n_ah l_ay_v f_ae_s_t
a;28;straight fakes;s_t_r_ey_t f_ey_k_s
m;12;thotboyz TNT everybody wanna;t_iy_ey1_ch_oh_t_b_ae_z  eh_v_r_iy_b_aa_d_iy w_aa_n_ah
a;16;face the blunt now Im back where I lay;f_ey_s dh_ah b_l_ah_n_t n_aw ay_m b_ae_k hh_w_eh_r ay l_ey
c;8;put me in a coffin when I pull out them racks on em;p_uh_t m_iy ih_n_ch ey k_ao_f_ih_n hh_w_ih_n ay p_uh_l aw_t dh_ah_m r_ae_k_s aa_n eh_m
i;9;i just want the money cuh the fame no off and on;ay jh_ah_s_t w_aa_n_t dh_iy m_ah_n_iy k_ah_b_ae dh_iy f_ey_m n_ow ao_f ah_n_d aa_n
e;21;smoking and popping them tabs;s_m_ow_k_ih_ng ah_n_d p_aa_p_ih_ng dh_eh_m t_ae_b_z
a;24;everybody say they loud man no way;eh_v_r_iy_b_aa_d_iy s_ey dh_ey l_aw_d m_ae_n n_ow w_ey
g;1;she roll one I roll four;sh_iy r_ow_l hh_w_ah_n ay r_ow_l f_ao_r
e;20;young nigga with that bag;y_ah_ng n_ih_g_ae w_ih_dh dh_ae_t b_ae_g
d;27;put em in a coffin roll up;p_uh_t eh_m ih_n ah k_ao_f_ih_n r_ow_l ah_p
b;3;she one of a kind;sh_iy hh_w_ah_n ah_v ey k_ay_n_d
e;19;i gotta keep that strap;ay g_aa_t_ah k_iy_p dh_ae_t s_t_r_ae_p
l;10;pop a few shots drunk lean;p_aa_p ah f_y_uw sh_aa_t_s d_r_ah_ng_k l_iy_n
a;17;bitches wanna smoke can-t tell em where I stay;b_ih_ch_ah_z w_aa_n_ah s_m_ow_k k_ae_n_t t_eh_l eh_m w_eh_r ay s_t_ey
b;4;swear this shit blowing my mind;s_w_eh_r dh_ah_s sh_iy_t b_l_ow_ih_ng m_ay m_ay_n_d
d;15;everybody straight matching something;eh_v_r_iy_b_aa_d_iy s_t_r_ey_t m_ae_ch_ih_ng s_ah_m_th_ih_ng
a;29;surrounded by the baddest but they love me for the cake;s_er_aw_n_d_ah_d b_ay dh_ah b_ae_d_d_eh_s_t b_ah_t dh_ey l_ah_v m_iy f_ao_r dh_ah k_ey_k
f;26;everybody said I couldn-t do it shitfaced;eh_v_r_iy_b_aa_d_iy s_eh_d ay k_uh_d_n_t d_uw ih_t sh_iy_t_f_ey1_s_d
d;11;ain-t no stopping us;ey_n_t n_ow s_t_aa_p_ih_ng ah_s
b;5;and she get me every time;ah_n_d sh_iy g_ih_t m_iy eh_v_r_iy t_ay_m
f;0;i just like my dope smoke;ay jh_ah_s_t l_ay_k m_ay d_ow_p s_m_ow_k
a;2;slow driving down Lakeshore;s_l_ow d_r_ay_v_ih_ng d_aw_n l_ey_k_sh_ao_r
h;7;Mary Jane I put a ring on her;m_eh_r_iy jh_ey_n ay p_uh_t ey r_ih_ng aa_n hh_er
a;25;money on my mind all day big safe;m_ah_n_iy aa_n m_ay m_ay_n_d ao_l d_ey b_ih_g s_ey_f
d;13;copy us;k_aa_p_iy ah_s
a;23;ho fast ain-t safe;hh_ow f_ae_s_t ey_n_t s_ey_f
c;14;from the east to the west;f_r_ah_m dh_ah iy_s_t t_uw dh_ah w_eh_s_t
a;30;my whole team me can-t trust no fakes;m_ay hh_ow_l t_iy_m m_iy k_ae_n_t t_r_ah_s_t n_ow f_ey_k_s
