Rhyme Scheme Letter;Line Number;Lyrics;Phonetic Transcription
f;20;they got these fake ass players;dh_ey g_aa_t dh_iy_z f_ey_k ae_s p_l_ey_er_z
c;61;to these egotistical kids;t_uw dh_iy_z eh_g_ah_t_ih_s_t_ih_k_ah_l k_ih_d_z
d;41;skip the foolish;s_k_ih_p dh_ah f_uw_l_ih_sh
a;35;we moving shit;w_iy m_uw_v_ih_ng sh_iy_t
g;53;its so predictable;ih_t_s s_ow p_r_ah_d_ih_k_t_ah_b_ah_l
b;81;i turned down more record deals;ay t_er_n_d d_aw_n m_ao_r r_eh_k_ao_d d_iy_l_z
t;46;my words will make you;m_ay w_er_d_z w_ah_l m_ey_k y_uw
c;59;but never in the physical;b_ah_t n_eh_v_er ih_n dh_ah f_ih_z_ih_k_ah_l
b;11;they gon send it back;dh_ey g_aa_n s_eh_n_d ih_t b_ae_k
b;8;in a minute flat;ih_n ah m_ih_n_ih_t f_l_ae_t
a;2;and when confronted they be in their seat;ah_n_d w_eh_n k_ax_n_f_r_ah_n_t_ih_d dh_ey b_iy ih_n_ch dh_eh_r s_iy_t
c;51;be killing like criminals;b_iy k_ih_l_ih_ng l_ay_k k_r_ih_m_ah_n_ah_l_z
o;13;some cats be missing facts;s_ah_m k_ae_t_s b_iy m_ih_s_ih_ng f_ae_k_t_s
d;72;say you helped make dope music;s_ey y_uw hh_eh_l_p_t m_ey_k d_ow_p m_y_uw_z_ih_k
s;29;you got some hot shit boy;y_uw g_aa_t s_ah_m hh_aa_t sh_iy_t b_oy
b;87;and to anyone who thinks they can roast me;ah_n_d t_uw eh_n_iy_w_ah_n hh_uw th_ih_ng_k_s dh_ey k_ah_n r_ow_s_t m_iy
l;62;whos style are shitty;hh_uw_z s_t_ay_l aa_r s_hh_ih_t_iy
c;39;true to this;t_r_uw t_uw dh_ih_s
c;52;religious rituals;r_ih_l_ih_jh_ax_s r_ih_ch_uw_ah_l_z
c;15;swear they are sickest;s_w_eh_r dh_ey aa_r s_ih_k_ah_s_t
