Rhyme Scheme Letter;Line Number;Lyrics;Phonetic Transcription
e;49;planes to Atlantis;p_l_ey_n_z t_uw ae_t_l_ae_n_t_ah_s
a;29;I know exactly what youve been up (to-);ay n_ow ih_g_z_ae_k_t_l_iy w_ah_t y_uw_v b_ih_n ah_p t_aa_eh
c;6;mind officially lost got rhymes;m_ay_n_d ah_f_ih_sh_ah_l_iy l_ao_s_t g_aa_t r_ay_m_z
e;45;writing all day in my cave of granite;r_ay_t_ih_ng ao_l d_ey ih_n m_ay k_ey_v ah_v g_r_ae_n_ah_t
c;35;ill king your Isis;ay_l k_ih_ng y_ao_r ay_s_ah_s
e;43;and Im a prayer mantis;ah_n_d ay_m ah p_r_eh_r m_ae_n_t_ih_s
a;22;I know exactly what youve been up (to-);ay n_ow ih_g_z_ae_k_t_l_iy w_ah_t y_uw_v b_ih_n ah_p t_aa_eh
a;38;seven headed gem;s_eh_v_ah_n hh_eh_d_ah_d jh_eh_m
d;9;live in a prism of fog what Im feeling (is) odd;l_ay_v ih_n ah p_r_ih_z_ah_m ah_v f_ah_g w_ah_t ay_m f_iy_l_ih_ng ih_z aa_d
g;48;boats to the moon;b_ow_t_s t_uw dh_ah m_uw_n
a;1;they want to know what you gonna do next;dh_ey w_aa_n_t t_ah n_ow hh_w_ah_t y_uw g_aa_n_ah d_uw n_eh_k_s
n;27;then Im Gargamel;dh_eh_n ay_m G_ah_r_g_a_m_er_l
h;0;woooweeee;w_o_oh_w_e_e
q;34;still spit preciseness;s_t_ih_l s_p_ih_t p_r_ah_s_ay_s_ha_n_eh_s
a;40;pyramids prose (is) prevalent;p_ih_r_ah_m_ah_d_z p_r_ow_z ih_z p_r_eh_v_ah_l_ah_n_t
a;37;my embedded pen;m_ay eh_m_b_eh_d_ah_d p_eh_n
g;50;joke to the tune;jh_ow_k t_uw dh_ah t_uw_n
i;21;fear not;f_ih_r n_ax_t
f;20;coughing aloud Teardrops mocking the clouds;k_aa_f_ih_ng ah_l_aw_d  m_aa_k_ih_ng dh_ah k_l_aw_d_z
c;7;y-all (is) pissing me off in my time;y_ao_l ah_z p_ih_s_ih_ng m_iy ao_f ih_n_ch m_ay t_ay_m
l;24;went to War with Orcs;w_eh_n_t t_uw w_ao_r w_ih_dh O_r_k_s
c;13;with my mic music mimicking the night;w_ih_dh m_ay m_ih_k m_y_uw_z_ih_k m_ih_m_ih_k_ih_ng dh_ah n_ay_t
p;33;what I live I write shit;w_ah_t ay l_ay_v ay r_ay_t sh_iy_t
e;51;yet I stay in the planet;y_eh_t ay s_t_ey ih_n dh_ah p_l_ae_n_ah_t
b;2;they in the streets yelling Pyramid you hexed;dh_ey ih_n_ch dh_iy s_t_r_iy_t_s y_eh_l_ih_ng p_ih_r_ah_m_ah_d y_uw hh_er_x_ax_d
d;8;y-all can-t build with the Gods;y_ao_l k_ae_n_t b_ih_l_d w_ih_dh dh_ah g_aa_d_z
b;4;they in the streets yelling Pyramid you hexed;dh_ey ih_n_ch dh_iy s_t_r_iy_t_s y_eh_l_ih_ng p_ih_r_ah_m_ah_d y_uw hh_er_x_ax_d
f;19;in the graveyard coffins astound;ih_n dh_ah g_r_ey_v_y_aa_r_d k_ao_f_ih_n_z ah_s_t_aw_n_d
c;14;medicine I use it help me living in this life;m_eh_d_ah_s_ah_n ay y_uw_s ih_t hh_eh_l_p m_iy l_ih_v_ih_ng ih_n dh_ih_s l_ay_f
f;18;speaking often in nouns;s_p_iy_k_ih_ng ao_f_ah_n ih_n n_aw_n_z
f;17;feet forced to the ground;f_iy_t f_ao_r_s_t t_uw dh_ah g_r_aw_n_d
f;15;shiver shimmering the fright politicks ain-t gonna hold me down;sh_ih_v_er sh_ih_m_er_ih_ng dh_ah f_r_ay_t p_aa_l_ah_t_ih2_k_p_s ey_n_t g_aa_n_ah hh_ow_l_d m_iy d_aw_n
a;41;me and these flows (is) heaven sent;m_iy ah_n_d dh_iy_z f_l_ow_z ih_z hh_eh_v_ah_n s_eh_n_t
f;16;if you thought so then you don-t know me clown;ah_f y_uw th_ao_t s_ow dh_eh_n y_uw d_ow_n_t n_ow m_iy k_l_aw_n
a;28;my whole styles unpredictable and hard to tell;m_ay hh_ow_l s_t_ay_l_z ah_n_p_r_ah_d_ih_k_t_ah_b_ah_l ah_n_d hh_aa_r_d t_uw t_eh_l
s;42;seeing these hoes (is) irrelevant;s_iy_ih_ng dh_iy_z hh_ow_z ih_z ih_r_eh_l_ah_v_ah_n_t
e;12;in my life we spitting them raps;ih_n m_ay l_ay_f w_iy s_p_ih_t_ih_ng dh_eh_m r_ae_p_s
o;32;into life kid;ih_n_t_uw l_ay_f k_ih_d
e;47;stay in my funhouse till my strain-s demanded;s_t_ey ih_n m_ay f_ah_n_hh_aw_s t_ih_l m_ay s_t_r_ey_n_z d_ih_m_ae_n_d_ah_d
e;10;lights Im bringing it back;l_ay_t_s ay_m b_r_ih_ng_ih_ng ih_t b_ae_k
a;25;that was guarding hell;dh_ae_t w_ah_z g_aa_r_d_ih_ng hh_eh_l
r;36;sting your spine with;s_t_ih_ng y_ao_r s_p_ay_n w_ih_dh
m;26;if the rap game (is) smurfs;ah_f dh_ah r_ae_p g_ey_m ih_z s_m_er_f_s
c;31;im spinning hybrid;ay_m s_p_ih_n_ih_ng hh_ay_b_r_ah_d
a;3;they want to know what you gonna do next;dh_ey w_aa_n_t t_ah n_ow hh_w_ah_t y_uw g_aa_n_ah d_uw n_eh_k_s
e;46;why come out when the game (is) rancid;w_ay k_ah_m aw_t w_eh_n dh_ah g_ey_m ih_z r_ae_n_s_ah_d
e;44;raps stay semantic;r_ae_p_s s_t_ey s_ah_m_ae_n_t_ih_k
e;11;get hype when I sing on a track;g_eh_t hh_ay_p w_eh_n ay s_ih_ng aa_n ah t_r_ae_k
a;39;go and tell a friend;g_ow ah_n_d t_eh_l ah f_r_eh_n_d
