Rhyme Scheme Letter;Line Number;Lyrics;Phonetic Transcription
a;0;get up;g_ih_t ah_p
b;1;and get your grandma outta here;ah_n_d g_ih_t y_uh_r g_r_ae_m_aa uw_t_ah hh_ih_r
a;2;pick up;p_ih_k ah_p
b;3;old Jim (is) workin hard this year;ow_l_d jh_ih_m ah_z w_er_k_iy_n hh_aa_r_d dh_ah_s y_ih_r
c;4;and baby;ah_n_d b_ey_b_iy
d;5;do the things he says to do;d_uw dh_iy th_ih_ng_z hh_iy s_ih_z t_ah d_uw
e;7;baby if youre feeling good;b_ey_b_iy ih_f y_uw_r f_iy_l_ih_ng g_uh_d
f;8;and baby if youre feeling nice;ah_n_d b_ey_b_iy ah_f y_uw_r f_iy_l_ih_ng n_ay_s
g;9;you know your man (is) workin hard;y_uw n_ow y_ao_r m_ae_n ih_z w_er_k_iy_n hh_aa_r_d
d;10;hes worth a deuce;hh_iy_s w_er_th ah d_uw_s
a;12;honey;hh_ah_n_iy
b;13;don-t put your man behind his years;d_ow_n_t p_uh_t y_ao_r m_ae_n b_ah_hh_ay_n_d hh_ih_z y_ih_r_z
c;14;and baby;ah_n_d b_ey_b_iy
h;15;stop cryin all your tears;s_t_aa_p k_r_ay_iy_n ao_l y_ao_r t_eh_r_z
c;17;baby;b_ey_b_iy
d;18;do the things he says to do;d_uw dh_ah th_ih_ng_z hh_iy s_eh_z t_uw d_uw
h;19;do it;d_uw ih_t
e;21;baby if youre feeling good;b_ey_b_iy ah_f y_uw_r f_iy_l_ih_ng g_uh_d
f;22;and baby if youre feeling nice;ah_n_d b_ey_b_iy ah_f y_uw_r f_iy_l_ih_ng n_ay_s
g;23;you know your man (is) workin hard;y_uw n_ow y_ao_r m_ae_n ih_z w_er_k_iy_n hh_aa_r_d
d;24;hes worth a deuce;hh_iy_s w_er_th ah d_uw_s
e;26;and baby if youre feeling good;ah_n_d b_ey_b_iy ah_f y_uw_r f_iy_l_ih_ng g_uh_d
f;27;yes baby if youre feeling nice;y_eh_s b_ey_b_iy ah_f y_uw_r f_iy_l_ih_ng n_ay_s
g;28;you know your man (is) workin hard;y_uw n_ow y_ao_r m_ae_n ih_z w_er_k_iy_n hh_aa_r_d
